Dim = 4
L = 7
N3 = 9604
N2 = 14406
N1 = 9604
N0 = 2401
1.1 -0.6041034345133972 3.077926557253366
1.099 -0.6033594893238928 0.6795375220247
1.098 -0.6074805632653062 1.090815632854072
1.097 -0.6095495831736776 0.46910455038196447
1.096 -0.6016014939886158 0.6910732106253472
1.095 -0.6119842887130362 0.9691102578393088
1.094 -0.6095265069554352 0.5205742538850886
1.093 -0.6127578005275579 0.6498400476789215
1.092 -0.6096106096904068 0.48540045495452466
1.091 -0.6083021768707484 1.3935791751510214
1.09 -0.6103244750798278 0.33076056626993805
1.089 -0.6110457229487714 0.580293317584504
1.088 -0.6176193949743163 0.6860532626763439
1.087 -0.6159407474663334 1.123482800908912
1.086 -0.6206996206580592 0.5347015432351767
1.085 -0.6191379329168402 1.1456083081384592
1.084 -0.6211408804109398 1.25193366625526
1.083 -0.6203125965847563 0.6697136189226753
1.082 -0.6243924679716785 0.706594983989469
1.081 -0.6214964339303067 0.4735046873225517
1.08 -0.61874423756768 0.5197323470625371
1.079 -0.6229098844925725 0.580247055128225
1.078 -0.6236429080660836 0.6124742349036152
1.077 -0.6287179352492017 0.5439468451621181
1.076 -0.6238420401499376 0.761604249353293
1.075 -0.6189666595585173 0.5622016864357234
1.074 -0.6327670170206858 0.5456790246581847
1.073 -0.6248139127585728 0.8559885996366015
1.072 -0.6193894050812162 0.38845322712079217
1.071 -0.6265464412050534 0.8854214400137584
1.07 -0.6311119079827849 0.5855951837347696
1.069 -0.6325003639594613 0.621330006682279
1.068 -0.6548755130917673 0.38635915713135516
1.067 -0.6557356317645425 0.14034417492870177
1.066 -0.6467575046508399 0.39637141290736483
1.065 -0.6556968014993753 0.18352845092958872
1.064 -0.6560613808690823 0.13730446549783515
1.063 -0.6562563093710955 0.19537897887554642
1.062 -0.6563784999028183 0.1361476843427569
1.061 -0.6563344254893795 0.13089426259722278
1.06 -0.6565997498264612 0.12121391104767874
1.059 -0.6542608517562126 0.20962815725000047
1.058 -0.6556750428987921 0.1293545665689663
1.057 -0.6526899644037207 0.4959762911623801
1.056 -0.6425721086214077 0.41988505139482446
1.055 -0.6385178284048313 0.4444756610805013
1.054 -0.6461235318617242 0.39991169187233794
1.053 -0.6581816243787311 0.10963331853766553
1.052 -0.6580982838817159 0.09847867441490761
1.051 -0.6579766368457587 0.1844229244970389
1.05 -0.6580894219075386 0.11535800243705878
1.049 -0.6580530116340414 0.14194462849931297
1.048 -0.6566908901291129 0.21358288513178297
1.047 -0.6569483423018186 0.12456243206345152
1.046 -0.6589961639872275 0.09731448925001326
1.045 -0.6589343947244204 0.09589688820098462
1.044 -0.658540482299042 0.08240917532662331
1.043 -0.659121970845481 0.08365511985590905
1.042 -0.659286816382063 0.07399398908595822
1.041 -0.6572907172011662 0.2496100977802332
1.04 -0.6566952630292933 0.2590385777748511
1.039 -0.6582532864639733 0.19806277357427657
1.038 -0.6575220708593641 0.302475599241693
1.037 -0.6593818347910593 0.09319427747201861
1.036 -0.6594798899902818 0.08938577767899943
1.035 -0.659602945939192 0.08943777205472597
1.034 -0.6603389504373177 0.07639776094012812
1.033 -0.6602996890184645 0.0699782273484627
1.032 -0.6526725618769956 0.8303555071924078
1.031 -0.6605963736776344 0.0530971140768076
1.03 -0.6602094899902817 0.07869490288914217
1.029 -0.6596651263084826 0.08835837442778054
1.028 -0.6598787791753437 0.11197728668037171
1.027 -0.660625078161877 0.06437196261215088
1.026 -0.6606644267110926 0.057099530287863215
1.025 -0.660803614382896 0.08122341694681154
1.024 -0.6604615085936415 0.10642048210161346
1.023 -0.6608062657226156 0.06596893342532655
1.022 -0.6606777360544218 0.07870180927511387
1.021 -0.660883356990143 0.05380792240821693
1.02 -0.6609268522560044 0.07013420567566231
1.019 -0.6607731137026239 0.06441654747649131
1.018 -0.6605909127308066 0.07918687828551206
1.017 -0.6611529326669444 0.08542036124088782
1.016 -0.6608914744967376 0.05447156637425483
1.015 -0.6616583244759128 0.046708143536756175
1.014 -0.6613820658059142 0.061728281390312105
1.013 -0.6607590816048868 0.05856654439683935
1.012 -0.6618262679994447 0.05323233023672147
1.011 -0.660875704400944 0.06951231344977764
1.01 -0.6614870118006386 0.05203086108268615
1.009 -0.6616236282104678 0.05947071819041981
1.008 -0.6611785283909482 0.06136549632609142
1.007 -0.6616789463279189 0.05813019662765192
1.006 -0.6620434573372206 0.05151611710354195
1.005 -0.6619875782312925 0.04917986710644436
1.004 -0.6618185647091489 0.05602469589509635
1.003 -0.6618488029987505 0.05942281870704548
1.002 -0.66232440505345 0.04787007043948433
1.001 -0.6622188725808691 0.05743683207811433
1.0 -0.6622859957795363 0.04372819219217455
