Dim = 4
L = 8
N3 = 16384
N2 = 24576
N1 = 16384
N0 = 4096
1.0 -0.6618885012749566 0.04115584360139716
1.001 -0.6620980707736545 0.0447329423505758
1.002 -0.662114729546441 0.05821733293317823
1.003 -0.6618284807128906 0.06532923015278944
1.004 -0.6621476993815104 0.047066618219586326
1.005 -0.6617149465332032 0.04262752491298008
1.006 -0.661986083984375 0.045049907836437336
1.007 -0.6620280464138455 0.04824220782971845
1.008 -0.6616597667371962 0.036120311167621814
1.009 -0.6616859252115885 0.06047405116364902
1.01 -0.6617079043782552 0.05820772661177697
1.011 -0.6616447524414063 0.06969588414403001
1.012 -0.6613921360405816 0.06606713896738024
1.013 -0.6618470810004341 0.05072689343561048
1.014 -0.6613269228786892 0.09374652144278998
1.015 -0.6614788964029948 0.06022145337980658
1.016 -0.661115888563368 0.07983682294956329
1.017 -0.6608372392306857 0.06748648833128251
1.018 -0.6607197940538194 0.061304501257785075
1.019 -0.6612027782118056 0.06498758797471998
1.02 -0.6605225741373698 0.07269583517716355
1.021 -0.6604009545084636 0.05797046561377762
1.022 -0.660477411593967 0.04982998023393929
1.023 -0.6604927864312066 0.07604526097586542
1.024 -0.6602755933159722 0.06502728326524913
1.025 -0.6603404346516927 0.06352604264389757
1.026 -0.6608220893825955 0.062329016638315984
1.027 -0.6600716748860677 0.07182866648330395
1.028 -0.6603468783094618 0.07211336588935753
1.029 -0.6606284216851128 0.06262053500153955
1.03 -0.6607627376030816 0.05772056242539889
1.031 -0.660101694390191 0.06983581909194221
1.032 -0.6599967022298178 0.06158288098556292
1.033 -0.659091225124783 0.0870341456519313
1.034 -0.6592928563639323 0.07893754557493572
1.035 -0.6603030667588976 0.0648165115199775
1.036 -0.6592235737847222 0.11106678417138226
1.037 -0.6593677909613715 0.09569843232009813
1.038 -0.6594454394259982 0.08921614998206266
1.039 -0.6587781678059895 0.07501701297886382
1.04 -0.6593156267903646 0.07871929938679724
1.041 -0.6583047793240017 0.09698357551414408
1.042 -0.6598286870388455 0.07657157459843324
1.043 -0.6585749851616753 0.14403230215182178
1.044 -0.6590377475043403 0.08600436289944877
1.045 -0.6575001171603733 0.15251423177685383
1.046 -0.6589969049479166 0.13458757390381718
1.047 -0.6580560218641492 0.13352362932239323
1.048 -0.6573633060980902 0.1529529714453429
1.049 -0.6576098069118924 0.16787486541311294
1.05 -0.6574223254123264 0.15801599116307644
1.051 -0.65705279554579 0.13049587243172975
1.052 -0.6577174483778212 0.11700583456406312
1.053 -0.6571896370171441 0.12242524726112991
1.054 -0.6561337422417535 0.19116912542954653
1.055 -0.6560951888563368 0.10718571632794902
1.056 -0.6570145622558593 0.1299276979944771
1.057 -0.6576194929199218 0.10063906400443051
1.058 -0.6563564890950521 0.1442723887777235
1.059 -0.6542666149359809 0.23261030607461156
1.06 -0.657990808295356 0.1368504917916762
1.061 -0.6568216289333767 0.20536761358835395
1.062 -0.654902235812717 0.26691904425440816
1.063 -0.6558143757052951 0.205140738109098
1.064 -0.6559857609049479 0.15104844746189855
1.065 -0.6550742314724393 0.25194265463450727
1.066 -0.6425839436848958 1.1797473289079377
1.067 -0.6337681443956164 0.5092794805393542
1.068 -0.6345552039659288 0.3553580657026632
1.069 -0.6365776336263022 0.40464522725170554
1.07 -0.6345129956054688 0.4785939110338382
1.071 -0.6307771378851996 1.689769002465392
1.072 -0.6304174574110243 0.720417507402232
1.073 -0.6287616170518663 0.3015093574999112
1.074 -0.6291151600206163 0.8491726036495181
1.075 -0.629226543484158 0.5612575021836513
1.076 -0.6257203108995225 0.641644026639913
1.077 -0.6332152173394098 1.127942494966936
1.078 -0.6177276007215712 0.4908419031581144
1.079 -0.6191096840820313 1.396302003418239
1.08 -0.6168482191297743 0.768876554618458
1.081 -0.6182414407009549 0.4918657720660808
1.082 -0.6191510479600695 0.9479476159798053
1.083 -0.614167722140842 1.402564591943415
1.084 -0.618069621202257 0.6671741484077506
1.085 -0.6151957395833333 0.45122922261613085
1.086 -0.615339053656684 0.59966950537661
1.087 -0.6124349045410157 0.5528866236565632
1.088 -0.6127525290798611 0.519771104570742
1.089 -0.6118755254448784 0.745313586630181
1.09 -0.6110420696343316 0.7428814198400769
1.091 -0.6103944498426649 0.5275980112746557
1.092 -0.6065269245605469 0.45425677004350645
1.093 -0.6088740300021701 0.5766879284952908
1.094 -0.6117523088107639 0.507437529125659
1.095 -0.6071000542534722 1.2181408240528073
1.096 -0.6078289958496094 0.2856915451549261
1.097 -0.6093236533203125 0.536374584968427
1.098 -0.6096842282714844 0.8098156445865247
1.099 -0.6040073318956163 1.4483009060866248
1.1 -0.6026976563585069 0.43642477474089436
