Dim = 4
L = 12
N3 = 82944
N2 = 124416
N1 = 82944
N0 = 20736
1.0 -0.6620005035895705 0.05965141667658655
1.001 -0.6618873760464892 0.06144327777927588
1.002 -0.6620319136670525 0.053646207762818185
1.003 -0.6619769608040766 0.06174642012355261
1.004 -0.6618283678176441 0.06175818674830248
1.005 -0.661681310244663 0.04162198205352435
1.006 -0.6618559783757716 0.06046949932466223
1.007 -0.662046796011767 0.04470169383478171
1.008 -0.6616749889097865 0.04398089807489338
1.009 -0.6616089324958204 0.06461947118387819
1.01 -0.6615410672051826 0.05729636919651694
1.011 -0.6615365584153163 0.05481884854976457
1.012 -0.6614445227125129 0.04839143279343675
1.013 -0.6614077563818159 0.052521037839405926
1.014 -0.6611888074363426 0.07327250341548239
1.015 -0.6610527782439557 0.05583876451112379
1.016 -0.6609770150623714 0.07258160252732118
1.017 -0.6612034022794496 0.05101525389958179
1.018 -0.6607840050540124 0.08562492620546591
1.019 -0.6608910531555428 0.06792654684045796
1.02 -0.6607739251832562 0.04955128156935389
1.021 -0.6607211617766204 0.07461769063896265
1.022 -0.6606911290798612 0.09803886743239053
1.023 -0.660944486554784 0.05542530762025456
1.024 -0.6610063350115741 0.04545455306524139
1.025 -0.6603963991994598 0.05709669047931914
1.026 -0.6608279629710004 0.07487413267360078
1.027 -0.659862162667181 0.12147220822038533
1.028 -0.6602809799559543 0.05987296416460973
1.029 -0.6599876236882716 0.1518636339574035
1.03 -0.6602413964007845 0.08225557503290663
1.031 -0.6604848015705376 0.0535496281710616
1.032 -0.6596979406475051 0.17215107108529007
1.033 -0.6601004378440072 0.045938474862941815
1.034 -0.6596607477848508 0.07903006260290976
1.035 -0.6594140901363169 0.11390530820908473
1.036 -0.6600391365740741 0.09812442279674165
1.037 -0.6590046576678241 0.1226368556634237
1.038 -0.6590705195634002 0.14676121137406314
1.039 -0.6592780461259002 0.07930331206342123
1.04 -0.6594586235998586 0.09463454644741892
1.041 -0.6592349543627829 0.12572973430039427
1.042 -0.6585432388085134 0.13459025855532633
1.043 -0.6590396740772891 0.0869377495108427
1.044 -0.6586953340390302 0.13097985221517136
1.045 -0.658381116403035 0.0811141470472792
1.046 -0.6587917916136189 0.08181722122033624
1.047 -0.6579972186101466 0.16672228319314605
1.048 -0.6574115378713349 0.1275369545811668
1.049 -0.6574999804365997 0.14267713385388237
1.05 -0.6569199908870241 0.14987901900491907
1.051 -0.6560952887651106 0.14817871002151808
1.052 -0.6579168939814815 0.12217174785470053
1.053 -0.657553030547518 0.12139582375569254
1.054 -0.656999697108089 0.10801223024358589
1.055 -0.6570465774787808 0.11273269301181948
1.056 -0.6573323592737269 0.14720844346793396
1.057 -0.6577463333011832 0.14235377509037023
1.058 -0.655283313835841 0.16019224370737195
1.059 -0.654770836334555 0.14088742572010038
1.06 -0.6546553826999743 0.07749365544203432
1.061 -0.6532278541232639 0.15227610057223864
1.062 -0.6497593997347607 0.13631227831277054
1.063 -0.6451699078237526 0.20822232915377864
1.064 -0.6398999580938143 0.590426934015709
1.065 -0.6357365607333462 0.44744319301568075
1.066 -0.6348197911683385 0.10635173952330276
1.067 -0.6372024342656893 0.2486066363085234
1.068 -0.6405764704845036 0.37005766499993853
1.069 -0.6362901152697402 0.17381523649268513
1.07 -0.6347882912229939 0.23333655817425183
1.071 -0.6342841397055041 0.49666641444876325
1.072 -0.6361060411249357 0.440044902015667
1.073 -0.6268231228652263 0.5484017799281007
1.074 -0.6302229101482124 0.4399345645317128
1.075 -0.6296163865724665 0.5762630712500275
1.076 -0.623898484989069 0.5949998837679678
1.077 -0.6258449054896477 0.4342054113148492
1.078 -0.6253056762506429 1.1818218732669088
1.079 -0.6248826987413194 0.4339641355968033
1.08 -0.6210699817177856 0.3256584380601448
1.081 -0.6186355889917695 0.34646067501293637
1.082 -0.6211381896251286 0.4179914960160916
1.083 -0.6182042197450488 0.9620611501345487
1.084 -0.6183297949684927 0.8336504750164682
1.085 -0.6156190416007588 0.7206341539882222
1.086 -0.6147678211178627 0.5554291451276185
1.087 -0.6152078779063787 0.7077000622325846
1.088 -0.6120071253632973 0.6215331130810764
1.089 -0.6126536492862654 0.5834265865436855
1.09 -0.6130742532584235 0.5344335005015916
1.091 -0.612638511557999 0.7413396463780784
1.092 -0.6131649499598122 0.23590962008749
1.093 -0.6128830132619599 0.43249816701668115
1.094 -0.6092871319846322 0.23122117294389186
1.095 -0.6073531076003087 0.35838683389377435
1.096 -0.6081096729954346 1.015750036068794
1.097 -0.6052889764949846 0.7804507237183148
1.098 -0.6050592600839121 0.6461429769063753
1.099 -0.604198887418017 0.3564448336047784
1.1 -0.6023371743344907 0.28854516447497575
