Dim = 4
L = 14
N3 = 153664
N2 = 230496
N1 = 153664
N0 = 38416
1.0 -0.6622812493145217 0.051093455736593754
1.001 -0.6619267576033134 0.04074068825162997
1.002 -0.662019439770466 0.05764733952629432
1.003 -0.661791513638993 0.08525740571696531
1.004 -0.6619598377493174 0.032987379824579034
1.005 -0.6620229875960248 0.053277019000547605
1.006 -0.6616607750023138 0.05967582081443177
1.007 -0.6617747985127724 0.05408697696481536
1.008 -0.6616873610376464 0.055589509548531486
1.009 -0.6616625754269054 0.08891670344724212
1.01 -0.6614590346666898 0.04824957076105629
1.011 -0.661527794248924 0.059871530114505585
1.012 -0.6614054594295201 0.0603181464421683
1.013 -0.6613775699511778 0.05491007972932233
1.014 -0.6613194068611459 0.07452468532325304
1.015 -0.6612272633046417 0.056746677656418595
1.016 -0.6613148174400713 0.05658439618787522
1.017 -0.6609885830504652 0.09104556653733797
1.018 -0.6609562259428943 0.042916326625542074
1.019 -0.6609289733959229 0.0584045935051924
1.02 -0.6609208394714008 0.04628885775464264
1.021 -0.6609231408342588 0.0602089969087107
1.022 -0.6607118614130686 0.07896000806375443
1.023 -0.6605484657220372 0.07806651408327313
1.024 -0.6604679795739044 0.08734388438515328
1.025 -0.6606424076420704 0.06706517530560514
1.026 -0.6604660906479939 0.09091092645367958
1.027 -0.6602896034430098 0.07393404563553924
1.028 -0.6605295167626914 0.08877987041805743
1.029 -0.6595266810807996 0.06380822670913648
1.03 -0.6601312970324865 0.08351351310377046
1.031 -0.659993279648526 0.10759387767353648
1.032 -0.6600992508000139 0.08398109838205997
1.033 -0.6597697479516637 0.07430049538999688
1.034 -0.6596852115837152 0.10145906485674981
1.035 -0.6595151230152946 0.09243134868280066
1.036 -0.6593519270732102 0.06681870584538473
1.037 -0.6593407818270165 0.07801436910698198
1.038 -0.6590511211885095 0.13454548648509576
1.039 -0.658882725419964 0.06553558259093872
1.04 -0.6587944980789254 0.1487776830321255
1.041 -0.6592782891995234 0.04339002362739896
1.042 -0.6588737730210792 0.09023864926361314
1.043 -0.6588407638426119 0.08936213130534355
1.044 -0.6590777257531584 0.10641881631316119
1.045 -0.6584365630842474 0.08631708702366613
1.046 -0.6582709772802998 0.09673291527287128
1.047 -0.6584064756096996 0.13184533341028523
1.048 -0.6583449090645102 0.10341035286679406
1.049 -0.6575185611087973 0.07840876045871753
1.05 -0.6578496986510249 0.08286253851937807
1.051 -0.6570743141463047 0.09462243064822409
1.052 -0.6575725564087881 0.10073949254875215
1.053 -0.6573355556423249 0.10281328374435926
1.054 -0.6565655746968855 0.2165399500830732
1.055 -0.6577556616004906 0.08366202139690972
1.056 -0.6570012685119625 0.18880874616149237
1.057 -0.6574402766758064 0.09997292356538584
1.058 -0.6570882039734602 0.07828002765048217
1.059 -0.655950871364362 0.20775516422212145
1.06 -0.6558430944369245 0.12169644665295389
1.061 -0.6561833097551946 0.11499019565826764
1.062 -0.6557932843612615 0.10701244922673703
1.063 -0.6530863932672729 0.19422102505594888
1.064 -0.6489435168552455 0.7284538808339716
1.065 -0.6466481186797167 0.353674690370433
1.066 -0.6444517917106298 0.24076721691560915
1.067 -0.6380788246344116 0.8731351750513001
1.068 -0.6355831597129667 0.29668139180310654
1.069 -0.6350748785592808 0.7077096378431693
1.07 -0.631893937950044 0.24922585965444322
1.071 -0.6301916709860474 0.8659760352813289
1.072 -0.627633623467074 0.4059478372799878
1.073 -0.6284540888003841 1.364268809443626
1.074 -0.629399583874196 0.27360005491596834
1.075 -0.6245064623484429 0.6905651954974131
1.076 -0.6240957304068907 0.4319665617900557
1.077 -0.6278055458460595 0.48813948177978095
1.078 -0.6257057265676338 0.9748887091094158
1.079 -0.6218567441494285 0.22790150560042774
1.08 -0.6202712785696932 0.31479120161902713
1.081 -0.6195526728793558 0.4515874042483505
1.082 -0.6193089494226942 0.5655891120754337
1.083 -0.6175036890126798 0.3099016539398592
1.084 -0.6162566304728354 0.9297571995670922
1.085 -0.6161068970608311 0.5656382773319362
1.086 -0.6145830441841362 0.8451123714663913
1.087 -0.6182862669761443 0.6876395074091973
1.088 -0.6153936955568282 1.5364114774123345
1.089 -0.6157287106749502 0.26225966892845204
1.09 -0.6116556536246472 0.6141044383880122
1.091 -0.6122402479319959 0.9879498055777548
1.092 -0.611279518635175 0.5338083932150425
1.093 -0.609906798767296 0.3861660432568983
1.094 -0.6070570904553658 0.7916403569366253
1.095 -0.6067995596869361 1.1790786488663194
1.096 -0.6057618456534314 0.36572644335477
1.097 -0.6052223454174187 0.7494157187071379
1.098 -0.6045805719676987 0.30399294367189417
1.099 -0.6033570251885788 0.4605646157329948
1.1 -0.6031378086960294 0.28988271312416497
