Dim = 4
L = 7
N3 = 9604
N2 = 14406
N1 = 9604
N0 = 2401
1.0 -0.6622836362626683 0.07299856047270017
1.001 -0.6619603776204359 0.04980784183707858
1.002 -0.6624204922393447 0.04488668015007358
1.003 -0.6618649377759266 0.05617791548651555
1.004 -0.6617061280577538 0.059145248073178024
1.005 -0.6620554180758017 0.06181929277825985
1.006 -0.6623344790781618 0.04120932034581628
1.007 -0.6612270687768985 0.09457969048887525
1.008 -0.661863057392753 0.05603388853154105
1.009 -0.6606624913508261 0.09666912286620642
1.01 -0.6616296020546995 0.050319969557643
1.011 -0.6603637467721782 0.11667328717881259
1.012 -0.661558928502013 0.05322609280194633
1.013 -0.6612934744967374 0.05406501715619994
1.014 -0.6612582632236568 0.05703731222332904
1.015 -0.6615367862279605 0.05159120461234587
1.016 -0.6609080658614466 0.05793021983036759
1.017 -0.6607540674163542 0.07418892908451286
1.018 -0.660761583617937 0.059838824855932615
1.019 -0.661340945939192 0.06129558934319358
1.02 -0.6608388590864918 0.06176349099566757
1.021 -0.6608255867832847 0.07282751354248466
1.022 -0.6608013601554908 0.08572553160410465
1.023 -0.6605878251284187 0.1124597061092596
1.024 -0.6593111592947383 0.1785316244398426
1.025 -0.6603096803554075 0.06766627414689252
1.026 -0.660564309593225 0.07076813485921661
1.027 -0.6610515843398584 0.0622444195236032
1.028 -0.6597760350409552 0.10451681248578021
1.029 -0.6596499114257948 0.07708405796574933
1.03 -0.6599938894349576 0.07115408780259747
1.031 -0.6598997608774122 0.09835947151708753
1.032 -0.659877126086353 0.11105899528048081
1.033 -0.6597606364570318 0.09587627050855468
1.034 -0.6595284113286131 0.0986612723231066
1.035 -0.6600699577398307 0.07249195572485534
1.036 -0.6601414350687214 0.07889851165399024
1.037 -0.6597831838400666 0.08603209884040033
1.038 -0.6593270101901986 0.1450892155613586
1.039 -0.6601596825211717 0.06479342961023189
1.04 -0.6585162051922809 0.16172623318497822
1.041 -0.6589469407746772 0.14070540160435058
1.042 -0.658893200666389 0.1350593215945258
1.043 -0.6578031199222546 0.13770173434696806
1.044 -0.6577526527280301 0.14980773268862976
1.045 -0.6587455991670137 0.08844498970522466
1.046 -0.6559222862140774 0.20276354044342831
1.047 -0.6582834180202694 0.09936895875530077
1.048 -0.658506649784812 0.12500779330742817
1.049 -0.6587421248368736 0.08682391381910495
1.05 -0.6588360561432736 0.08852064293183362
1.051 -0.6574288665278356 0.14554062395909464
1.052 -0.6573419636817993 0.11314463089582873
1.053 -0.6583414214077468 0.12980846322779616
1.054 -0.6575104308204914 0.1262298819895832
1.055 -0.6524072694155213 0.34210176869146625
1.056 -0.657975167902263 0.12329853649455506
1.057 -0.6570780624739692 0.19052157609149764
1.058 -0.6448068005553241 0.8524876559385326
1.059 -0.637399081493822 0.24854141167783744
1.06 -0.6539998723309731 0.4502088879412744
1.061 -0.6582437266694433 0.08982259649128185
1.062 -0.6577647026516729 0.08555508190721114
1.063 -0.6556410883243092 0.19982236280270407
1.064 -0.6544301100652505 0.2142414023853022
1.065 -0.6563259891711787 0.1551017358378532
1.066 -0.6559694482854366 0.1401956897073179
1.067 -0.6410539863945578 1.1119079994785017
1.068 -0.6377958502846036 2.0757436263005578
1.069 -0.6537970371234209 0.21882271948030355
1.07 -0.6419162044148272 0.8003120862574921
1.071 -0.6351637514924336 0.786548597598955
1.072 -0.6235484224350964 0.5518700261986444
1.073 -0.6265281169512702 0.48367628454450823
1.074 -0.6197431365264473 0.8780901086803076
1.075 -0.6307402224628627 0.9515347166311988
1.076 -0.6190107308066083 0.6461809226338017
1.077 -0.6217351877828682 0.5567414693271999
1.078 -0.6189912827988339 0.8165860426691303
1.079 -0.6226931946133556 0.8636727451867976
1.08 -0.6194472653616548 0.5792837541693586
1.081 -0.6269631500208247 0.7902265245074641
1.082 -0.618388660447036 0.5380937699103522
1.083 -0.6206043122032486 0.9440790442303378
1.084 -0.6166944809107316 0.7345893365154228
1.085 -0.6189725638761627 0.8474693439302455
1.086 -0.6191944721921422 0.8447311767698984
1.087 -0.6100821620435929 0.3359760404544951
1.088 -0.6164965576009996 1.526732164864235
1.089 -0.6153380665278356 0.4833757943647139
1.09 -0.6141287556851313 0.6779187733261056
1.091 -0.6127610745522699 0.7727585253662393
1.092 -0.6101128192142163 0.9096078360165901
1.093 -0.6072306291822852 0.5720618219506397
1.094 -0.609017625433847 0.8051598698285197
1.095 -0.6060558651672914 0.6491270116357158
1.096 -0.6055059397473275 0.44415657019481514
1.097 -0.6061729850340136 1.016977729160952
1.098 -0.6113367183118145 1.0508209997607891
1.099 -0.6078435007635707 0.5113780370244448
1.1 -0.6081898237956407 1.0747176264820748
