Dim = 4
L = 3
N3 = 324
N2 = 486
N1 = 324
N0 = 81
WilsonSurfaceXY(Spin, Cube, L) = 1
Energy = -421.2
T, H, <E>/N, <Cv>/N, <M>/N, <chi>/N 
0.8 0.2 -0.7242165094597155 0.059905600741894285 0.2897774444444445 1.0864696850353819
0.78 0.2 -0.7169702456818555 0.0255513664425129 0.25315945884773666 0.4052769440830154
0.76 0.2 -0.7112497152313125 0.02279518654230808 0.22414929629629632 0.36476745482086764
0.74 0.2 -0.7082143930006737 0.008431128355788369 0.20866151234567903 0.10517432389326102
0.72 0.2 -0.7146827802419589 0.01605217765161882 0.24075912757201648 0.25151455232025516
0.7 0.2 -0.7163816086282283 0.004328233940526003 0.2491265205761317 0.04269690009076156
0.68 0.2 -0.7183959259444829 0.006649130522800427 0.2590051440329218 0.09293479711329489
0.66 0.2 -0.7218973975243854 0.002322553703608145 0.2764026049382716 0.02351776301422036
0.64 0.2 -0.7242724156381682 0.0006450074999577515 0.2881861934156379 0.0007501251282729256
0.62 0.2 -0.7231343749100061 0.001262171364941881 0.2824415864197531 0.012662666184384285
0.6 0.2 -0.72262189342477 0.0002619449324263592 0.27983646296296294 1.0033362702848531e-5
0.58 0.2 -0.7242034189047368 0.004055466605223378 0.2877170740740741 0.05666789084714312
0.56 0.2 -0.7259204637756529 0.00013751038909677902 0.2962967427983539 4.974841687361785e-6
0.54 0.2 -0.7259241263270978 4.8061939493408294e-5 0.2962965576131687 1.7146162018896021e-6
0.52 0.2 -0.7259229757098141 8.735611711511778e-5 0.29629631893004116 2.8410884600855222e-6
0.5 0.2 -0.7259249106892346 3.16107391960413e-5 0.2962964465020576 1.0452455815374314e-6
0.48 0.2 -0.7259255699484978 1.1895193795060773e-5 0.2962963683127572 3.8579723509734394e-7
0.46 0.2 -0.7259259259155727 3.773199875963675e-9 0.2962962962962963 0.0
0.44 0.2 -0.7259258555452023 2.7665855706029344e-6 0.29629631481481483 8.417468735584282e-8
0.42 0.2 -0.7259259259155727 4.526128649398604e-9 0.2962962962962963 0.0
0.4 0.2 -0.7259259259155727 4.99005683596196e-9 0.2962962962962963 0.0
0.38 0.2 -0.7259259259155727 5.529148848711314e-9 0.2962962962962963 0.0
0.36 0.2 -0.7259259259155727 6.1605639950147674e-9 0.2962962962962963 0.0
0.34 0.2 -0.7259259259155727 6.906653060154962e-9 0.2962962962962963 0.0
0.32 0.2 -0.7259259259155727 7.796963806190564e-9 0.2962962962962963 0.0
0.3 0.2 -0.7259259259155727 8.871212152821266e-9 0.2962962962962963 0.0
0.28 0.2 -0.7259259259155727 1.0183789461146856e-8 0.2962962962962963 0.0
0.26 0.2 -0.7259259259155727 1.1810785410560853e-8 0.2962962962962963 0.0
0.24 0.2 -0.7259259259155727 1.3861268988783225e-8 0.2962962962962963 0.0
0.22 0.2 -0.7259259259155727 1.6496055656072597e-8 0.2962962962962963 0.0
0.2 0.2 -0.7259259259155727 1.996022734384784e-8 0.2962962962962963 0.0
0.18 0.2 -0.7259259259155727 2.464225598005907e-8 0.2962962962962963 0.0
0.16 0.2 -0.7259259259155727 3.1187855224762255e-8 0.2962962962962963 0.0
0.14 0.2 -0.7259259259155727 4.0735157844587425e-8 0.2962962962962963 0.0
0.12 0.2 -0.7259259259155727 5.54450759551329e-8 0.2962962962962963 0.0
0.1 0.2 -0.7259259259155727 7.984090937539136e-8 0.2962962962962963 0.0
0.08 0.2 -0.7259259259155727 1.2475142089904902e-7 0.2962962962962963 0.0
0.06 0.2 -0.7259259259155727 2.217803038205316e-7 0.2962962962962963 0.0
