Dim = 4
L = 3
N3 = 324
N2 = 486
N1 = 324
N0 = 81
WilsonSurfaceXY(Spin, Cube, L) = 1
Energy = -421.2
T, H, <E>/N, <Cv>/N, <M>/N, <chi>/N 
1.5 0.2 -0.4394146209876413 0.3027408006129612 0.1324719938271605 0.660314711153196
1.48 0.2 -0.4454427411522586 0.3101487259195541 0.13421195679012346 0.6698159465102304
1.46 0.2 -0.45174954074073526 0.3220479609614292 0.13660974074074075 0.6760650516269848
1.44 0.2 -0.458084626337477 0.3346300706932432 0.13756588888888888 0.6896783054576997
1.42 0.2 -0.46502810864197036 0.349463527184455 0.14010613991769547 0.6986550982016824
1.4 0.2 -0.47232934814811645 0.3660711517322042 0.14213256378600822 0.6992378645892481
1.38 0.2 -0.47965890534977096 0.38239780861932365 0.14415296296296295 0.7135956886211019
1.36 0.2 -0.48780800370370647 0.4001911844497306 0.1469379609053498 0.7187581039717974
1.34 0.2 -0.49584699465018417 0.4289512564207119 0.1478525658436214 0.7438698449351864
1.32 0.2 -0.5049007407407499 0.4486418150219096 0.15062384773662552 0.7453694691107043
1.3 0.2 -0.5146399460904668 0.4917521662223352 0.1528454094650206 0.7475627843128183
1.28 0.2 -0.5244270333332515 0.5433276617395154 0.15537681275720164 0.7718070353922949
1.26 0.2 -0.5362993082304238 0.6187248808720945 0.15837853703703705 0.7772633781811982
1.24 0.2 -0.5495553218106157 0.729670913569355 0.1601363621399177 0.7906246757301462
1.22 0.2 -0.5654492650204518 0.8718425521489259 0.1627922098765432 0.8203297843280785
1.2 0.2 -0.5836255576131228 1.0233010702534395 0.1653657716049383 0.8311364933209429
1.18 0.2 -0.6063109444443594 1.1584934429185032 0.1682800925925926 0.8351157424572346
1.16 0.2 -0.6293878707816508 1.146891634725587 0.17263025925925926 0.8442558364026587
1.14 0.2 -0.651102878189138 0.9479487586621098 0.1749828888888889 0.8605344928960785
1.12 0.2 -0.6657965172838299 0.701372189353617 0.17498517901234567 0.943241395533496
1.1 0.2 -0.677611059670901 0.4852939692295173 0.17960060699588476 0.9209390274017502
1.08 0.2 -0.686468155966479 0.3163530950998775 0.18288804320987653 0.849751723211171
1.06 0.2 -0.6914916028802162 0.21972140752444433 0.18441498971193415 0.9618609330708416
1.04 0.2 -0.6960555851856516 0.16071585421761606 0.1916345720164609 0.9097029837416867
1.02 0.2 -0.6973636567915653 0.13347984162526524 0.1876743744855967 1.0408330400538288
1.0 0.2 -0.7019129020584309 0.11525464491964674 0.20255162962962964 1.1661285494476048
0.98 0.2 -0.7035499386831398 0.09471457282617964 0.2047247551440329 1.0938557629853016
0.96 0.2 -0.7052532271583533 0.07228266399186566 0.20881691769547325 0.8062712055459441
0.94 0.2 -0.7125222633732349 0.0784138060887103 0.24140773662551443 1.14946971432974
0.92 0.2 -0.7068269654311075 0.06157872926758189 0.21061883950617283 0.8707178366176075
0.9 0.2 -0.7091819621381936 0.05695109816426577 0.22029458436213992 0.8730998212249097
0.88 0.2 -0.7232304637833199 0.07015227674714336 0.28863233950617284 1.2233252771920888
0.86 0.2 -0.7113190851899733 0.0645779741725794 0.2282492119341564 1.1175770111979861
0.84 0.2 -0.7071623292181693 0.05852595525825263 0.2062247119341564 1.033169617028955
0.82 0.2 -0.710259216050474 0.07414606187676358 0.22096066872427986 1.3522090936383961
