Dim = 4
L = 3
N3 = 324
N2 = 486
N1 = 324
N0 = 81
WilsonSurfaceXY(Spin, Cube, L) = 1
Energy = -324.0
T, H, <E>/N, <Cv>/N, <M>/N, <chi>/N
0.66 0.0 -0.6666248971193415 0.0007775657341216157 0.0001285864197530864 1.5134443216889606
0.64 0.0 -0.6666361522633745 0.0006111556749109323 -2.8911522633744853e-5 1.560584749773016
0.62 0.0 -0.6666470329218107 0.0004090226136692383 0.00014079218106995885 1.6158652728639817
0.6 0.0 -0.6666524320987655 0.0003186565000894635 -8.928395061728395e-5 1.671931746002524
0.58 0.0 -0.6666611069958848 0.00013231785593536386 -1.97119341563786e-6 1.7283110369030654
0.56 0.0 -0.6666617613168724 0.00012604400606246408 0.00012140123456790123 1.790282998537621
0.54 0.0 -0.6666643456790123 6.366695180189846e-5 -7.121399176954733e-5 1.8531751491689528
0.52 0.0 -0.666664781893004 5.575614969199933e-5 0.00010959876543209877 1.924248056504333
0.5 0.0 -0.6666654320987654 3.95032099578453e-5 9.872427983539096e-5 1.9958707074880657
0.48 0.0 -0.6666659753086419 2.400447882736613e-5 -7.806584362139918e-5 2.0861089872959533
0.46 0.0 -0.6666663950617284 1.0268448262633015e-5 4.178395061728395e-5 2.1751121203513644
0.44 0.0 -0.6666666666666666 0.0 5.525514403292181e-5 2.2724398001434905
0.42 0.0 -0.6666666666666666 0.0 3.500411522633745e-5 2.387341870428454
0.4 0.0 -0.6666666666666666 0.0 -0.00016323456790123456 2.501484662725185
0.38 0.0 -0.6666666666666666 0.0 0.00010524279835390946 2.632955554917132
0.36 0.0 -0.6666666666666666 0.0 3.441563786008231e-5 2.771915364888683
0.34 0.0 -0.6666666666666666 0.0 1.354320987654321e-5 2.94593524980196
0.32 0.0 -0.6666666666666666 0.0 -9.874897119341564e-5 3.12980463456749
0.3 0.0 -0.6666666666666666 0.0 -6.49506172839506e-5 3.3486788174735524
0.28 0.0 -0.6666666666666666 0.0 5.5576131687242794e-5 3.5660364966189
0.26 0.0 -0.6666666666666666 0.0 6.934156378600824e-6 3.85924865972697
0.24 0.0 -0.6666666666666666 0.0 -6.12880658436214e-5 4.161260569223285
0.22 0.0 -0.6666666666666666 0.0 0.0001081769547325103 4.548945641362925
0.2 0.0 -0.6666666666666666 0.0 0.0001248888888888889 4.989347119296132
0.18 0.0 -0.6666666666666666 0.0 -7.63127572016461e-5 5.5551981765004115
0.16 0.0 -0.6666666666666666 0.0 -6.949382716049382e-5 6.250438417141512
0.14 0.0 -0.6666666666666666 0.0 -4.420987654320988e-5 7.1482389528483825
0.12 0.0 -0.6666666666666666 0.0 8.94320987654321e-5 8.309945659820029
0.1 0.0 -0.6666666666666666 0.0 -2.0329218106995885e-5 10.006109925629628
0.08 0.0 -0.6666666666666666 0.0 -5.447736625514403e-5 12.465857279357612
0.06 0.0 -0.6666666666666666 0.0 -6.120576131687243e-5 16.732729052657202
