Dim = 4
L = 3
N3 = 324
N2 = 486
N1 = 324
N0 = 81
WilsonSurfaceXY(Spin, Cube, L) = 1
Energy = -421.2
T, H, <E>/N, <Cv>/N, <M>/N, <chi>/N
0.4 0.2 -0.7988061720130339 0.673209817800048 0.6606975267489712 6.7320983302263135
0.38 0.2 -0.8108088345644349 0.4939712318309026 0.7207108395061729 4.692726828790212
0.36 0.2 -0.8184534748936735 0.333280777089501 0.7589340411522634 2.999527082195086
0.34 0.2 -0.8240481695437221 0.2291499262870061 0.7869075144032922 1.9477744465582587
0.32 0.2 -0.8280387728357556 0.16126253570304835 0.8068605308641975 1.2901004213509386
0.3 0.2 -0.8307210855920572 0.11837009790349858 0.8202720946502058 0.8877759231229706
0.28 0.2 -0.8327550197470822 0.08326759271050503 0.8304417654320988 0.5828733854261173
0.26 0.2 -0.834149207399155 0.05848758826274172 0.8374127037037037 0.38016951831700035
0.24 0.2 -0.8351243382597694 0.04098552465042275 0.8422883580246914 0.2459131688256555
0.22 0.2 -0.8358220789962139 0.028404207899170746 0.8457770617283952 0.1562229076586825
0.2 0.2 -0.8362866575926786 0.019095225874435177 0.8480999547325103 0.09547559886743456
0.18 0.2 -0.8366007826910145 0.012476778064004128 0.8496705802469137 0.056144584252204255
0.16 0.2 -0.8367980477082498 0.008107879901108988 0.8506569053497943 0.0324302521404794
0.14 0.2 -0.8369313069651337 0.004432833576913597 0.8513232016460904 0.015513316552730432
0.12 0.2 -0.836997527540386 0.0022477196167486327 0.851654304526749 0.006741263098990486
0.1 0.2 -0.8370270164286789 0.0007995389751158655 0.8518017489711933 0.0019965242287153643
0.08 0.2 -0.8370354979099848 0.0001936683257842444 0.8518441563786009 0.000384413898646316
0.06 0.2 -0.8370370254819691 5.161421939647179e-6 0.8518517942386832 3.84085027108784e-6
